HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
868,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"",documents checkboxes,"",Documet explorer > tree,Checkbox sets must have a fieldset and legend.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)",Visual,"Wrap checkbox sets in a fieldset and wrap the text labeling each set of checkboxes in a `<legend>` tag. Ensure that the `<legend>` tag is the first child of the `<fieldset>` that it labels.

If this checkbox set has been [created using custom elements](https://hub.accessible360.com/kb/articles/525#heading-checkboxes-and-radio-buttons-with-custom-elements) and ARIA, it will be necessary to use `role=""group""` and `aria-label`/`aria-labelledby` attributes instead.",Serious,,Forms,105,129,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014803,https://hub.accessible360.com/screenshots/2014803,https://hub.accessible360.com/issues/706135/edit,https://hub.accessible360.com/kb/articles/170
869,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"","documents checkboxes > images, for example: folder icons","",Documet explorer > tree,Images that have empty alt attributes are not visible to screen reader users.,1.1.1 (WCAG 2.0 A),Visual,Provide text that describes the content of each informative image in the `alt` attribute.,Critical,,Images,1,41,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014805,https://hub.accessible360.com/screenshots/2014805,https://hub.accessible360.com/issues/706136/edit,"https://hub.accessible360.com/kb/articles/109, https://hub.accessible360.com/kb/articles/472"
870,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_BidDocs.aspx?PortalID=e39ce3ab-5148-4402-b180-78b92eb40918&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Bid Documents,"",documents checkboxes > files,"",Documet explorer > tree,Elements that function as links must be marked up as such so that screen reader users will identify them as actionable and they will be usable by keyboard users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, links should be marked up as semantic HTML `<a>` elements.

Less preferably, ensure that custom link elements include `role=“link”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and by mouse click.",Critical,,Links,108,18,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2014806,https://hub.accessible360.com/screenshots/2014806,https://hub.accessible360.com/issues/706137/edit,https://hub.accessible360.com/kb/articles/65
871,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"",main heaidngs wrapper,"""View list"" button active > questions list items, ""Show"" through ""Add question"" button wrapper",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Unable To Reproduce,Open,,,,,"","",I'm not expecting any work to be done in this QA session for now because the bug fix hasn't been deployed. Focus the effort on the other QA Session.,2026-08-27 10:51:14 -0500,carlos_rodriguez@trimble.com,Audit Session,QA Session: QA 1,https://hub.accessible360.com/screenshots/2014810,"https://hub.accessible360.com/screenshots/2014836, https://hub.accessible360.com/screenshots/2014820, https://hub.accessible360.com/screenshots/2014810",https://hub.accessible360.com/issues/706140/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
872,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""Bid Package Details"" section > tabs","",Tabs,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.11 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.7 (WCAG 2.0 AA), 4.1.2 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Tabs (Tabs)](/project_components/66370) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Unable To Reproduce,Open,,,,,"",Yes,"Unable to reproduce on Staging (https://qa3.e-builder.net/). We were not able to find/reproduce the issue; please see actions needed below:
 
* If content has been removed, please leave a comment stating: This content has been removed and is no longer present on the site. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.
* If the content is still on the site, please leave a comment instructing how to find/replicate it. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.",2026-08-26 17:01:04 -0500,llesar@allyant.com,Audit Session,QA Session: QA 1,,"",https://hub.accessible360.com/issues/706141/edit,https://hub.accessible360.com/kb/articles/1186
873,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""Close"" through ""Message History"" items","",,Content that functions as a list should be indicated as such to screen reader users.,1.3.1 (WCAG 2.0 A),Visual,"When a series of similar items is grouped together in a meaningful or deliberate way, this should be conveyed to screen reader users.

Use standard HTML to mark up all such content as a list. Ensure that the list items are the direct children of the wrapping `<ol>`, `<ul>`, or `<dl>` tag. ",Warning,,Lists,109,17,Unable To Reproduce,Open,,,,,"","","another screenshot showing a dropdown with only the Default option, this was the only option for both available logins",2026-08-21 14:22:49 -0500,llesar@allyant.com,Audit Session,QA Session: QA 1,https://hub.accessible360.com/screenshots/2014816,https://hub.accessible360.com/screenshots/2014816,https://hub.accessible360.com/issues/706143/edit,"https://hub.accessible360.com/kb/articles/64, https://hub.accessible360.com/kb/articles/1314"
874,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""Send message"" and ""Message History"" links","",,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Unable To Reproduce,Open,,,,,"","","Unable to reproduce on Staging (https://qa3.e-builder.net/). We were not able to find/reproduce the issue; please see actions needed below:
 
* If content has been removed, please leave a comment stating: This content has been removed and is no longer present on the site. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.
* If the content is still on the site, please leave a comment instructing how to find/replicate it. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.",2026-06-23 12:27:59 -0500,llesar@allyant.com,Audit Session,QA Session: June-15-2026-Session-1,https://hub.accessible360.com/screenshots/2014814,https://hub.accessible360.com/screenshots/2014814,https://hub.accessible360.com/issues/706144/edit,""
875,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""project"" through ""status"" table","",,This content is marked up as a table; however it is semantically a list.,1.3.1 (WCAG 2.0 A),Visual,Remove the `<table>` wrapping this content and mark this up as a standard HTML list as appropriate to the content.,Serious,,Lists,109,912,Unable To Reproduce,Open,,,,,"","","Unable to reproduce on Staging (https://qa3.e-builder.net/). We were not able to find/reproduce the issue; please see actions needed below:
 
* If content has been removed, please leave a comment stating: This content has been removed and is no longer present on the site. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.
* If the content is still on the site, please leave a comment instructing how to find/replicate it. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.

It appears as if the environment has undergone a significant amount of change since the original audit and screenshots were added to this folder.  While attempting to follow the instructions both myself and the original team were unable to locate the information and elements we need to complete this QA.  Given the complexity of the environment, it may be helpful to have a recorded walkthrough to ensure we are taking the right steps to access the content needed for each QA.",2026-06-23 12:27:41 -0500,llesar@allyant.com,Audit Session,QA Session: June-15-2026-Session-1,https://hub.accessible360.com/screenshots/2014818,https://hub.accessible360.com/screenshots/2014818,https://hub.accessible360.com/issues/706147/edit,https://hub.accessible360.com/kb/articles/1094
876,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""Show"" select dropdown label","",,Select dropdowns require labels.,3.3.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Give each select dropdown a `<label>` tag, then ensure that the label is properly associated via the `for` attribute.

Alternatively, give each `<select>` an `aria-label` attribute that clearly and concisely labels this element.",Serious,,Forms,105,108,Unable To Reproduce,Open,,,,,"","","Unable to reproduce on Staging (https://qa3.e-builder.net/). We were not able to find/reproduce the issue; please see actions needed below:
 
* If content has been removed, please leave a comment stating: This content has been removed and is no longer present on the site. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.
* If the content is still on the site, please leave a comment instructing how to find/replicate it. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.

It appears as if the environment has undergone a significant amount of change since the original audit and screenshots were added to this folder.  While attempting to follow the instructions both myself and the original team were unable to locate the information and elements we need to complete this QA.  Given the complexity of the environment, it may be helpful to have a recorded walkthrough to ensure we are taking the right steps to access the content needed for each QA.",2026-06-23 12:27:31 -0500,llesar@allyant.com,Audit Session,QA Session: June-15-2026-Session-1,https://hub.accessible360.com/screenshots/2014823,https://hub.accessible360.com/screenshots/2014823,https://hub.accessible360.com/issues/706150/edit,"https://hub.accessible360.com/kb/articles/165, https://hub.accessible360.com/kb/articles/438"
877,https://app-us3.e-builder.net/da2/Bidding/BidPackageDetails_Questions.aspx?PortalID={e39ce3ab-5148-4402-b180-78b92eb40918}&BidPackageID={81cd3b0a-c298-40cd-8f6d-4d318fc588f5},Questions/Responses+ Add Question Modal,"","""View all/List"" button","""View list"" button active > each question item > edit and delete buttons",,Elements that are marked up as links but function as buttons can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a `<button>`. 

Alternatively, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

",Warning,,Buttons,98,28,Unable To Reproduce,Open,,,,,"","","Unable to reproduce on Staging (https://qa3.e-builder.net/). We were not able to find/reproduce the issue; please see actions needed below:
 
* If content has been removed, please leave a comment stating: This content has been removed and is no longer present on the site. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.
* If the content is still on the site, please leave a comment instructing how to find/replicate it. Then, please mark this issue as 'Ready for QA', so it can be reviewed at the next QA session.

It appears as if the environment has undergone a significant amount of change since the original audit and screenshots were added to this folder.  While attempting to follow the instructions both myself and the original team were unable to locate the information and elements we need to complete this QA.  Given the complexity of the environment, it may be helpful to have a recorded walkthrough to ensure we are taking the right steps to access the content needed for each QA.",2026-06-23 12:27:22 -0500,llesar@allyant.com,Audit Session,QA Session: June-15-2026-Session-1,https://hub.accessible360.com/screenshots/2014825,"https://hub.accessible360.com/screenshots/2014842, https://hub.accessible360.com/screenshots/2014825",https://hub.accessible360.com/issues/706152/edit,https://hub.accessible360.com/kb/articles/71
